loan_id,dependents,education,self_employed,annual_income,requested_loan,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,dti_ratio,total_assets,loan_status_encoded
3830,1, Graduate, No,1600000,3500000,18,619,3200000,100000,6300000,1500000,Approved,2.1875,11100000,1
3831,0, Graduate, Yes,4300000,12800000,20,572,8600000,2200000,11000000,6100000,Approved,2.9767441860465116,27900000,1
3832,3, Graduate, No,1400000,3500000,16,365,2600000,2200000,2900000,1600000,Rejected,2.5,9300000,0
3833,0, Not Graduate, No,8000000,18000000,16,791,13900000,10300000,23400000,10600000,Approved,2.25,58200000,1
3834,4, Not Graduate, Yes,5000000,18100000,12,424,5200000,2000000,14500000,6100000,Rejected,3.62,27800000,0
3835,5, Graduate, No,4500000,10200000,12,726,2900000,8600000,17500000,4200000,Approved,2.2666666666666666,33200000,1
3836,1, Graduate, No,3400000,9900000,2,736,3900000,4800000,10600000,4500000,Approved,2.911764705882353,23800000,1
3837,5, Graduate, Yes,5700000,12800000,14,488,13600000,1000000,13200000,5500000,Rejected,2.245614035087719,33300000,0
3838,2, Not Graduate, Yes,2600000,7600000,10,400,6800000,2800000,10100000,3200000,Rejected,2.923076923076923,22900000,0
3839,0, Graduate, Yes,4500000,12200000,20,311,11200000,5000000,12700000,2400000,Rejected,2.7111111111111112,31300000,0
3840,2, Not Graduate, Yes,5100000,16800000,2,504,6400000,2700000,17100000,4400000,Approved,3.2941176470588234,30600000,1
3841,4, Not Graduate, Yes,5100000,18600000,20,312,9600000,6000000,16500000,5500000,Rejected,3.6470588235294117,37600000,0
3842,5, Graduate, Yes,1700000,6500000,14,587,1100000,1000000,6400000,1500000,Approved,3.823529411764706,10000000,1
3843,1, Not Graduate, No,5200000,10500000,20,317,3000000,8000000,19300000,5300000,Rejected,2.019230769230769,35600000,0
3844,4, Not Graduate, No,8400000,29000000,2,463,12700000,1100000,20100000,6700000,Approved,3.4523809523809526,40600000,1
3845,1, Not Graduate, Yes,9000000,34000000,16,842,6300000,16900000,22900000,5800000,Approved,3.7777777777777777,51900000,1
3846,4, Graduate, Yes,3400000,11800000,20,616,5000000,3300000,9900000,2900000,Approved,3.4705882352941178,21100000,1
3847,1, Not Graduate, No,5400000,19400000,8,800,800000,6100000,19500000,3000000,Approved,3.5925925925925926,29400000,1
3848,0, Graduate, Yes,700000,2100000,12,813,200000,1300000,2200000,500000,Approved,3.0,4200000,1
3849,2, Graduate, No,7600000,24800000,12,564,14000000,6200000,24700000,6700000,Approved,3.263157894736842,51600000,1
3850,2, Not Graduate, No,5000000,14700000,12,837,2200000,7200000,11700000,4800000,Approved,2.94,25900000,1
3851,5, Not Graduate, Yes,2500000,9400000,16,735,0,2200000,9500000,1700000,Approved,3.76,13400000,1
3852,4, Not Graduate, Yes,2000000,5200000,16,724,5200000,3800000,4600000,2800000,Approved,2.6,16400000,1
3853,5, Not Graduate, No,9000000,23900000,12,658,5700000,4600000,32100000,6100000,Approved,2.6555555555555554,48500000,1
3854,5, Graduate, No,8300000,31800000,16,858,24600000,11100000,26300000,8500000,Approved,3.8313253012048194,70500000,1
3855,0, Not Graduate, Yes,3100000,8500000,8,614,1700000,4600000,11000000,3300000,Approved,2.7419354838709675,20600000,1
3856,2, Graduate, Yes,8500000,25600000,16,714,11400000,14800000,17200000,5700000,Approved,3.011764705882353,49100000,1
3857,2, Graduate, Yes,1200000,4600000,20,605,3600000,1500000,4600000,600000,Approved,3.8333333333333335,10300000,1
3858,4, Graduate, Yes,2800000,5500000,8,875,6900000,4000000,6000000,3300000,Approved,1.9642857142857142,20200000,1
3859,5, Graduate, Yes,2800000,10900000,6,359,5000000,3300000,7600000,3000000,Rejected,3.892857142857143,18900000,0
3860,5, Graduate, Yes,6500000,24100000,6,441,14100000,9600000,15300000,5200000,Rejected,3.707692307692308,44200000,0
3861,4, Graduate, No,8700000,25200000,18,790,25000000,9100000,18400000,8400000,Approved,2.896551724137931,60900000,1
3862,1, Not Graduate, Yes,5400000,13600000,4,821,11600000,8700000,19900000,5600000,Approved,2.5185185185185186,45800000,1
3863,2, Not Graduate, No,8600000,33300000,16,375,19600000,11200000,25500000,11200000,Rejected,3.872093023255814,67500000,0
3864,3, Graduate, No,4700000,9600000,10,545,5200000,7200000,12000000,5300000,Rejected,2.0425531914893615,29700000,0
3865,5, Not Graduate, Yes,1100000,3900000,4,891,1100000,200000,3400000,900000,Approved,3.5454545454545454,5600000,1
3866,0, Graduate, No,6400000,14000000,8,486,5100000,12700000,23900000,3700000,Rejected,2.1875,45400000,0
3867,0, Graduate, No,4300000,9900000,4,696,12400000,2100000,17000000,2100000,Approved,2.302325581395349,33600000,1
3868,5, Not Graduate, Yes,2900000,11100000,4,683,1700000,3900000,9400000,3300000,Approved,3.8275862068965516,18300000,1
3869,5, Not Graduate, No,9600000,27100000,8,594,25500000,4600000,26800000,13300000,Approved,2.8229166666666665,70200000,1
3870,3, Not Graduate, Yes,900000,2500000,20,529,900000,300000,3200000,700000,Rejected,2.7777777777777777,5100000,0
3871,5, Not Graduate, No,8100000,26300000,4,429,3600000,8500000,22200000,6900000,Approved,3.246913580246914,41200000,1
3872,0, Not Graduate, Yes,8800000,25000000,4,400,11300000,4000000,23600000,9400000,Rejected,2.840909090909091,48300000,0
3873,0, Graduate, No,8800000,17500000,4,848,25400000,8200000,31600000,5100000,Approved,1.9886363636363635,70300000,1
3874,1, Not Graduate, No,6400000,21500000,6,489,1600000,4600000,17600000,8900000,Rejected,3.359375,32700000,0
3875,2, Graduate, No,2900000,6600000,10,326,8600000,2200000,7400000,3400000,Rejected,2.2758620689655173,21600000,0
3876,5, Graduate, No,1600000,6100000,8,663,3900000,800000,6400000,1200000,Approved,3.8125,12300000,1
3877,1, Not Graduate, No,1600000,5100000,18,729,2500000,2000000,6200000,900000,Approved,3.1875,11600000,1
3878,2, Graduate, Yes,3100000,10700000,4,398,3100000,3000000,7400000,2000000,Approved,3.4516129032258065,15500000,1
3879,2, Not Graduate, Yes,5600000,16700000,14,856,400000,10200000,14700000,5200000,Approved,2.982142857142857,30500000,1
3880,3, Graduate, Yes,8100000,19900000,20,347,22800000,14400000,29800000,5500000,Rejected,2.45679012345679,72500000,0
3881,3, Not Graduate, No,9100000,19300000,12,696,26200000,7700000,30100000,13300000,Approved,2.120879120879121,77300000,1
3882,0, Graduate, Yes,5500000,17100000,8,353,400000,200000,17100000,5200000,Rejected,3.109090909090909,22900000,0
3883,1, Graduate, Yes,9700000,34300000,20,756,15700000,18500000,26800000,14100000,Approved,3.536082474226804,75100000,1
3884,4, Graduate, No,2300000,5400000,16,490,6200000,3700000,5500000,2100000,Rejected,2.347826086956522,17500000,0
3885,1, Not Graduate, Yes,5600000,18000000,10,531,6500000,9000000,19800000,8400000,Rejected,3.2142857142857144,43700000,0
3886,2, Not Graduate, Yes,4500000,16600000,4,679,10300000,3100000,11700000,5000000,Approved,3.688888888888889,30100000,1
3887,1, Graduate, Yes,500000,1800000,8,877,100000,200000,1100000,600000,Approved,3.6,2000000,1
3888,0, Graduate, No,4200000,11000000,20,817,6700000,2400000,11700000,6100000,Approved,2.619047619047619,26900000,1
3889,1, Not Graduate, No,9100000,23300000,18,792,800000,12600000,32100000,12400000,Approved,2.5604395604395602,57900000,1
3890,4, Graduate, Yes,3200000,12800000,18,664,6300000,3400000,7600000,2100000,Approved,4.0,19400000,1
3891,4, Graduate, Yes,6200000,21300000,16,882,11800000,3500000,12900000,4100000,Approved,3.435483870967742,32300000,1
3892,3, Not Graduate, Yes,2500000,7700000,10,768,4500000,400000,8000000,2600000,Approved,3.08,15500000,1
3893,0, Graduate, No,9100000,27100000,12,787,24300000,2900000,34800000,9500000,Approved,2.978021978021978,71500000,1
3894,3, Graduate, Yes,500000,900000,12,538,0,700000,1500000,300000,Rejected,1.8,2500000,0
3895,4, Not Graduate, No,6900000,18000000,8,347,16400000,9300000,18300000,8700000,Rejected,2.608695652173913,52700000,0
3896,0, Graduate, Yes,1800000,5200000,16,317,4900000,1500000,4000000,1300000,Rejected,2.888888888888889,11700000,0
3897,0, Graduate, Yes,4000000,14500000,2,713,6200000,4900000,12200000,4700000,Approved,3.625,28000000,1
3898,1, Not Graduate, No,3900000,12300000,10,683,1000000,700000,11700000,2400000,Approved,3.1538461538461537,15800000,1
3899,2, Not Graduate, Yes,8000000,28100000,18,765,24000000,10500000,17700000,8200000,Approved,3.5125,60400000,1
3900,5, Graduate, No,900000,3200000,10,803,1600000,1700000,2300000,800000,Approved,3.5555555555555554,6400000,1
3901,0, Graduate, Yes,8200000,29700000,6,405,3900000,800000,23900000,5700000,Rejected,3.6219512195121952,34300000,0
3902,5, Graduate, No,2300000,4900000,4,529,6200000,3900000,9200000,2000000,Rejected,2.130434782608696,21300000,0
3903,5, Graduate, Yes,6900000,19400000,6,801,10100000,9400000,17000000,5500000,Approved,2.8115942028985508,42000000,1
3904,3, Not Graduate, No,8800000,30700000,12,707,15000000,100000,32800000,8000000,Approved,3.4886363636363638,55900000,1
3905,1, Graduate, No,2600000,7200000,8,349,5900000,1400000,9400000,3000000,Rejected,2.769230769230769,19700000,0
3906,1, Graduate, No,3700000,8700000,20,885,6200000,3500000,10900000,2600000,Approved,2.3513513513513513,23200000,1
3907,2, Graduate, Yes,6200000,23800000,4,489,2900000,7500000,21300000,3300000,Approved,3.838709677419355,35000000,1
3908,3, Graduate, Yes,1000000,2600000,6,341,2900000,1700000,3600000,1100000,Rejected,2.6,9300000,0
3909,1, Not Graduate, No,6000000,20000000,12,637,10800000,4300000,20000000,8600000,Approved,3.3333333333333335,43700000,1
3910,1, Not Graduate, Yes,9100000,31400000,4,304,14100000,16700000,30200000,9600000,Approved,3.4505494505494507,70600000,1
3911,1, Graduate, No,1700000,6700000,16,537,4300000,2900000,3500000,1100000,Rejected,3.9411764705882355,11800000,0
3912,5, Not Graduate, Yes,1700000,4600000,12,503,900000,2200000,4800000,1200000,Rejected,2.7058823529411766,9100000,0
3913,1, Graduate, No,7100000,14300000,12,720,4600000,500000,27300000,8400000,Approved,2.0140845070422535,40800000,1
3914,5, Graduate, No,9400000,36800000,10,509,20700000,7400000,22400000,6300000,Rejected,3.9148936170212765,56800000,0
3915,5, Not Graduate, No,6200000,16400000,6,360,900000,7200000,22400000,6300000,Rejected,2.6451612903225805,36800000,0
3916,1, Graduate, No,8300000,31800000,16,818,23400000,7400000,32200000,8500000,Approved,3.8313253012048194,71500000,1
3917,1, Graduate, Yes,8900000,21200000,8,716,5400000,9200000,23800000,7900000,Approved,2.3820224719101124,46300000,1
3918,1, Graduate, Yes,6500000,14800000,12,360,3500000,2100000,15000000,7300000,Rejected,2.276923076923077,27900000,0
3919,3, Graduate, Yes,8100000,26700000,10,895,5100000,9800000,17100000,9900000,Approved,3.2962962962962963,41900000,1
3920,2, Not Graduate, No,4900000,13500000,8,328,10500000,8100000,18300000,3400000,Rejected,2.7551020408163267,40300000,0
3921,4, Graduate, No,9100000,26600000,2,812,23300000,11900000,33100000,10400000,Approved,2.923076923076923,78700000,1
3922,3, Graduate, Yes,9000000,33100000,16,456,23800000,7000000,26000000,7100000,Rejected,3.6777777777777776,63900000,0
3923,4, Graduate, Yes,1300000,3900000,16,566,700000,200000,3400000,1600000,Approved,3.0,5900000,1
3924,1, Not Graduate, No,6700000,25000000,20,598,5300000,12900000,13600000,7000000,Approved,3.7313432835820897,38800000,1
3925,5, Not Graduate, No,3200000,9300000,6,656,7000000,3200000,12700000,4200000,Approved,2.90625,27100000,1
3926,0, Not Graduate, No,7500000,28700000,2,895,2000000,4100000,21500000,7200000,Approved,3.8266666666666667,34800000,1
3927,3, Graduate, No,4900000,12800000,14,653,7300000,1000000,13000000,7200000,Approved,2.6122448979591835,28500000,1
3928,1, Not Graduate, Yes,700000,1800000,16,641,2100000,400000,1600000,900000,Approved,2.5714285714285716,5000000,1
3929,2, Graduate, No,6400000,16500000,8,544,12100000,6300000,15200000,5400000,Rejected,2.578125,39000000,0
3930,0, Not Graduate, Yes,3900000,14100000,20,811,5700000,3600000,10500000,5300000,Approved,3.6153846153846154,25100000,1
3931,4, Graduate, No,9700000,26900000,10,460,11400000,3900000,31400000,9300000,Rejected,2.7731958762886597,56000000,0
3932,5, Graduate, Yes,3600000,12500000,12,795,10600000,2700000,11100000,4800000,Approved,3.4722222222222223,29200000,1
3933,2, Graduate, Yes,3400000,10300000,4,745,4900000,4000000,10000000,3900000,Approved,3.0294117647058822,22800000,1
3934,0, Not Graduate, No,9800000,20100000,16,606,6200000,800000,37300000,8700000,Approved,2.0510204081632653,53000000,1
3935,1, Not Graduate, No,5100000,14200000,6,451,6100000,7600000,11400000,5600000,Rejected,2.784313725490196,30700000,0
3936,4, Graduate, Yes,5900000,11800000,8,479,11000000,1200000,15700000,3900000,Rejected,2.0,31800000,0
3937,5, Graduate, No,1200000,2400000,14,495,1800000,1800000,4100000,1300000,Rejected,2.0,9000000,0
3938,2, Not Graduate, No,9700000,30200000,14,769,23700000,13600000,26400000,7500000,Approved,3.11340206185567,71200000,1
3939,5, Not Graduate, Yes,4700000,11800000,4,639,3600000,700000,9400000,5500000,Approved,2.5106382978723403,19200000,1
3940,5, Graduate, No,4200000,12500000,18,723,1200000,300000,12900000,6100000,Approved,2.9761904761904763,20500000,1
3941,4, Graduate, No,9300000,26100000,16,623,11700000,10500000,21100000,10700000,Approved,2.806451612903226,54000000,1
3942,3, Not Graduate, Yes,5300000,20800000,6,487,9700000,3400000,18500000,4200000,Rejected,3.9245283018867925,35800000,0
3943,0, Graduate, No,7600000,30100000,2,743,20700000,8700000,27600000,9600000,Approved,3.960526315789474,66600000,1
3944,2, Graduate, No,6200000,16900000,12,754,2300000,4200000,15300000,7900000,Approved,2.725806451612903,29700000,1
3945,0, Graduate, No,8900000,21600000,10,552,2300000,9900000,20700000,11900000,Approved,2.4269662921348316,44800000,1
3946,4, Not Graduate, Yes,7900000,27300000,10,560,23100000,14400000,28500000,10900000,Approved,3.4556962025316458,76900000,1
3947,1, Graduate, Yes,3500000,10800000,14,632,6900000,1500000,10900000,4200000,Approved,3.085714285714286,23500000,1
3948,2, Graduate, No,5300000,16700000,18,339,4600000,3300000,12000000,4100000,Rejected,3.150943396226415,24000000,0
3949,2, Not Graduate, No,1400000,3100000,4,881,3700000,400000,5000000,1100000,Approved,2.2142857142857144,10200000,1
3950,1, Not Graduate, Yes,9100000,23600000,20,535,2800000,17600000,26400000,4500000,Rejected,2.5934065934065935,51300000,0
3951,4, Not Graduate, No,4400000,17200000,4,563,4100000,3700000,12700000,2900000,Approved,3.909090909090909,23400000,1
3952,5, Not Graduate, No,2800000,8200000,14,615,7400000,3300000,6700000,2700000,Approved,2.9285714285714284,20100000,1
3953,3, Not Graduate, No,1300000,3300000,8,795,1400000,800000,4600000,1600000,Approved,2.5384615384615383,8400000,1
3954,4, Graduate, No,8400000,28700000,14,878,23400000,8300000,23900000,8600000,Approved,3.4166666666666665,64200000,1
3955,5, Graduate, Yes,5300000,14000000,6,633,11800000,4500000,12800000,6100000,Approved,2.641509433962264,35200000,1
3956,2, Graduate, No,6000000,13900000,4,533,3000000,9600000,14600000,4100000,Rejected,2.316666666666667,31300000,0
3957,2, Not Graduate, Yes,2100000,6800000,12,795,6100000,1900000,7200000,2400000,Approved,3.238095238095238,17600000,1
3958,0, Not Graduate, No,4300000,11000000,4,374,7100000,7300000,9300000,4700000,Rejected,2.558139534883721,28400000,0
3959,4, Not Graduate, Yes,7300000,22900000,12,848,6300000,2900000,28500000,4100000,Approved,3.136986301369863,41800000,1
3960,2, Graduate, No,5200000,16200000,12,890,10500000,9600000,15800000,3900000,Approved,3.1153846153846154,39800000,1
3961,3, Graduate, No,4700000,9800000,14,444,8200000,300000,15700000,3800000,Rejected,2.0851063829787235,28000000,0
3962,4, Graduate, No,7800000,28500000,4,803,15500000,11300000,21100000,9800000,Approved,3.6538461538461537,57700000,1
3963,3, Graduate, Yes,500000,1900000,18,618,-100000,600000,1000000,400000,Approved,3.8,1900000,1
3964,1, Not Graduate, Yes,6000000,20300000,14,845,5000000,7800000,23700000,8700000,Approved,3.3833333333333333,45200000,1
3965,4, Graduate, No,4800000,10800000,12,833,3000000,4000000,16400000,7100000,Approved,2.25,30500000,1
3966,3, Graduate, Yes,8900000,19300000,12,767,12000000,2200000,24700000,7700000,Approved,2.168539325842697,46600000,1
3967,1, Graduate, Yes,1800000,4000000,16,747,700000,200000,4600000,900000,Approved,2.2222222222222223,6400000,1
3968,2, Graduate, No,3000000,7000000,4,588,5300000,3400000,11900000,3400000,Approved,2.3333333333333335,24000000,1
3969,4, Not Graduate, No,7700000,24500000,20,582,9800000,6600000,29100000,6500000,Approved,3.1818181818181817,52000000,1
3970,1, Not Graduate, No,8300000,20400000,14,348,5600000,12500000,29100000,4700000,Rejected,2.4578313253012047,51900000,0
3971,4, Not Graduate, No,4200000,9400000,4,726,10000000,8100000,16100000,5500000,Approved,2.238095238095238,39700000,1
3972,4, Graduate, Yes,8000000,31200000,6,482,19800000,11500000,22200000,5700000,Rejected,3.9,59200000,0
3973,2, Graduate, Yes,9400000,30000000,16,565,1200000,3900000,28200000,9000000,Approved,3.1914893617021276,42300000,1
3974,1, Graduate, No,800000,2400000,16,872,2400000,1200000,1900000,900000,Approved,3.0,6400000,1
3975,0, Graduate, Yes,500000,1300000,4,825,600000,0,1800000,200000,Approved,2.6,2600000,1
3976,2, Graduate, Yes,6100000,22300000,8,694,16200000,10900000,22900000,7200000,Approved,3.6557377049180326,57200000,1
3977,3, Graduate, Yes,8500000,30800000,20,448,23000000,1400000,22900000,7900000,Rejected,3.623529411764706,55200000,0
3978,5, Graduate, Yes,7600000,18000000,12,452,7900000,4300000,23800000,4700000,Rejected,2.3684210526315788,40700000,0
3979,3, Not Graduate, No,8700000,17900000,12,897,16400000,3500000,31600000,12500000,Approved,2.057471264367816,64000000,1
3980,4, Not Graduate, No,9400000,20200000,10,803,24800000,1000000,34400000,4800000,Approved,2.148936170212766,65000000,1
3981,1, Not Graduate, Yes,400000,900000,8,828,600000,500000,1500000,300000,Approved,2.25,2900000,1
3982,0, Graduate, No,2700000,7500000,6,832,7700000,1200000,10000000,2500000,Approved,2.7777777777777777,21400000,1
3983,1, Not Graduate, Yes,2300000,5500000,6,861,1600000,1200000,4700000,1700000,Approved,2.391304347826087,9200000,1
3984,0, Graduate, No,7500000,15900000,2,535,17500000,5700000,23600000,4500000,Rejected,2.12,51300000,0
3985,4, Not Graduate, Yes,7100000,19400000,16,363,17900000,2600000,22600000,4000000,Rejected,2.732394366197183,47100000,0
3986,1, Not Graduate, Yes,8800000,28600000,8,631,11000000,13200000,25000000,7700000,Approved,3.25,56900000,1
3987,2, Not Graduate, No,8400000,20700000,6,513,500000,16400000,18800000,7900000,Rejected,2.4642857142857144,43600000,0
3988,0, Graduate, Yes,4700000,16200000,16,317,12700000,400000,9400000,2500000,Rejected,3.4468085106382977,25000000,0
3989,1, Graduate, No,6900000,19500000,2,809,6100000,10600000,22900000,9300000,Approved,2.8260869565217392,48900000,1
3990,3, Not Graduate, No,2400000,8200000,10,531,6800000,1900000,5700000,2000000,Rejected,3.4166666666666665,16400000,0
3991,1, Not Graduate, Yes,1600000,4800000,14,544,2200000,200000,6200000,1200000,Rejected,3.0,9800000,0
3992,0, Graduate, No,3500000,7800000,14,366,6400000,3000000,13700000,4900000,Rejected,2.2285714285714286,28000000,0
3993,0, Not Graduate, No,3700000,12700000,14,797,1300000,1100000,12300000,3700000,Approved,3.4324324324324325,18400000,1
3994,1, Not Graduate, No,3200000,12000000,16,597,6800000,1900000,7700000,2200000,Approved,3.75,18600000,1
3995,2, Not Graduate, Yes,7000000,22500000,12,632,12500000,4600000,20400000,4900000,Approved,3.2142857142857144,42400000,1
3996,5, Not Graduate, No,9300000,28300000,12,741,7600000,12900000,32400000,5200000,Approved,3.043010752688172,58100000,1
3997,0, Not Graduate, No,200000,800000,20,331,300000,0,500000,100000,Rejected,4.0,900000,0
3998,4, Graduate, No,6900000,16500000,8,426,3900000,5200000,18300000,9000000,Rejected,2.391304347826087,36400000,0
3999,3, Not Graduate, No,9000000,26500000,8,533,17100000,12400000,27800000,6000000,Rejected,2.9444444444444446,63300000,0
4000,1, Not Graduate, No,6900000,22700000,16,394,3800000,4300000,27400000,8700000,Rejected,3.289855072463768,44200000,0
4001,0, Graduate, No,7500000,25100000,14,877,21000000,11400000,16900000,10700000,Approved,3.3466666666666667,60000000,1
4002,5, Not Graduate, No,9200000,28000000,8,527,18700000,7700000,24400000,6400000,Rejected,3.0434782608695654,57200000,0
4003,1, Graduate, No,4600000,12700000,8,468,10400000,0,14500000,3900000,Rejected,2.760869565217391,28800000,0
4004,4, Graduate, Yes,5000000,19600000,18,611,13400000,4400000,14400000,4600000,Approved,3.92,36800000,1
4005,2, Graduate, No,4500000,17200000,6,832,2700000,8500000,10900000,6700000,Approved,3.8222222222222224,28800000,1
4006,0, Graduate, No,7900000,22700000,18,508,6600000,7000000,31600000,8900000,Rejected,2.8734177215189876,54100000,0
4007,5, Not Graduate, No,5100000,13500000,20,840,1400000,5300000,14700000,4500000,Approved,2.6470588235294117,25900000,1
4008,4, Graduate, No,3700000,7600000,14,794,9500000,7300000,12100000,4500000,Approved,2.054054054054054,33400000,1
4009,1, Not Graduate, No,5300000,17800000,12,889,15300000,500000,14900000,6800000,Approved,3.358490566037736,37500000,1
4010,4, Not Graduate, No,200000,500000,16,765,600000,100000,600000,100000,Approved,2.5,1400000,1
4011,3, Graduate, Yes,9000000,18600000,16,518,18400000,17600000,28900000,10300000,Rejected,2.066666666666667,75200000,0
4012,3, Not Graduate, No,6900000,17100000,4,694,4200000,6100000,27000000,6000000,Approved,2.4782608695652173,43300000,1
4013,2, Not Graduate, No,700000,2300000,8,663,700000,500000,2800000,1000000,Approved,3.2857142857142856,5000000,1
4014,0, Graduate, No,2500000,8900000,2,662,4000000,2100000,9700000,3000000,Approved,3.56,18800000,1
4015,0, Not Graduate, No,4600000,14400000,14,642,10100000,8700000,11100000,4800000,Approved,3.130434782608696,34700000,1
4016,4, Graduate, No,1000000,3900000,10,701,2200000,1000000,4000000,900000,Approved,3.9,8100000,1
4017,4, Not Graduate, Yes,9200000,30100000,6,632,23700000,6600000,34200000,6200000,Approved,3.2717391304347827,70700000,1
4018,3, Graduate, Yes,2200000,4400000,2,861,1300000,2600000,4500000,2300000,Approved,2.0,10700000,1
4019,4, Graduate, Yes,9700000,33300000,12,784,14600000,15800000,37900000,6500000,Approved,3.4329896907216493,74800000,1
4020,0, Graduate, Yes,5500000,18200000,4,332,8100000,4000000,16400000,5600000,Approved,3.309090909090909,34100000,1
4021,4, Not Graduate, Yes,1300000,3400000,2,763,3800000,200000,5100000,1400000,Approved,2.6153846153846154,10500000,1
4022,1, Not Graduate, Yes,7900000,19100000,2,593,20800000,12200000,26100000,7800000,Approved,2.4177215189873418,66900000,1
4023,2, Not Graduate, No,4300000,8800000,6,512,7200000,6500000,16900000,2700000,Rejected,2.046511627906977,33300000,0
4024,0, Not Graduate, No,3800000,13300000,6,655,9600000,0,8600000,2600000,Approved,3.5,20800000,1
4025,3, Not Graduate, No,8700000,24700000,8,369,4000000,800000,31100000,4800000,Rejected,2.839080459770115,40700000,0
4026,3, Graduate, No,1300000,3100000,14,348,1500000,600000,3900000,600000,Rejected,2.3846153846153846,6600000,0
4027,1, Not Graduate, Yes,6800000,16800000,10,736,2000000,2600000,23800000,5600000,Approved,2.4705882352941178,34000000,1
4028,1, Not Graduate, No,9100000,24000000,20,353,25100000,9200000,26100000,10900000,Rejected,2.6373626373626373,71300000,0
4029,0, Graduate, No,3000000,11300000,16,478,5600000,2000000,9800000,2000000,Rejected,3.7666666666666666,19400000,0
4030,0, Not Graduate, Yes,1200000,3000000,4,827,3200000,600000,2300000,1500000,Approved,2.5,7600000,1
4031,1, Not Graduate, Yes,5000000,16900000,12,517,2200000,1500000,15500000,5400000,Rejected,3.38,24600000,0
4032,5, Graduate, Yes,9700000,24700000,18,648,15100000,600000,25200000,6800000,Approved,2.5463917525773194,47700000,1
4033,2, Not Graduate, Yes,7000000,23800000,10,689,8400000,5400000,15700000,7800000,Approved,3.4,37300000,1
4034,1, Graduate, No,4100000,9100000,20,550,9900000,5200000,10800000,4800000,Approved,2.2195121951219514,30700000,1
4035,0, Graduate, Yes,5300000,12900000,20,826,15500000,6800000,12000000,5200000,Approved,2.4339622641509435,39500000,1
4036,1, Not Graduate, No,7300000,19200000,14,599,18400000,5400000,15900000,3700000,Approved,2.6301369863013697,43400000,1
4037,1, Graduate, No,6500000,18500000,16,815,6300000,10000000,13400000,4000000,Approved,2.8461538461538463,33700000,1
4038,4, Graduate, Yes,600000,1400000,4,761,800000,500000,2100000,300000,Approved,2.3333333333333335,3700000,1
4039,3, Not Graduate, Yes,5200000,15000000,20,432,6900000,5000000,15600000,5100000,Rejected,2.8846153846153846,32600000,0
4040,4, Not Graduate, Yes,2800000,9200000,18,442,5800000,4800000,8400000,1300000,Rejected,3.2857142857142856,20300000,0
4041,1, Graduate, Yes,7800000,23300000,6,620,3500000,2100000,22200000,7600000,Approved,2.9871794871794872,35400000,1
4042,2, Graduate, No,3000000,6500000,4,476,7900000,300000,9400000,1500000,Rejected,2.1666666666666665,19100000,0
4043,4, Graduate, No,9300000,34900000,6,837,27400000,800000,21400000,8500000,Approved,3.752688172043011,58100000,1
4044,3, Not Graduate, Yes,5100000,18000000,6,510,13400000,6600000,17200000,7600000,Rejected,3.5294117647058822,44800000,0
4045,4, Not Graduate, Yes,4300000,16100000,18,849,3800000,6600000,17100000,6400000,Approved,3.744186046511628,33900000,1
4046,3, Graduate, No,1100000,2100000,8,737,2900000,2000000,2500000,900000,Approved,1.9090909090909092,8300000,1
4047,2, Graduate, No,6500000,16200000,10,809,14000000,4700000,13200000,8600000,Approved,2.4923076923076923,40500000,1
4048,3, Not Graduate, No,6400000,23000000,8,520,12100000,11400000,16000000,3800000,Rejected,3.59375,43300000,0
4049,2, Not Graduate, No,7400000,22500000,16,834,6400000,12600000,15700000,6000000,Approved,3.0405405405405403,40700000,1
4050,4, Graduate, No,8700000,32100000,8,397,8900000,17000000,34700000,4800000,Rejected,3.689655172413793,65400000,0
4051,0, Not Graduate, No,9200000,24700000,14,438,4800000,16000000,20600000,10700000,Rejected,2.6847826086956523,52100000,0
4052,1, Graduate, Yes,6200000,19700000,18,820,11200000,3400000,15600000,4700000,Approved,3.1774193548387095,34900000,1
4053,1, Not Graduate, No,1200000,4600000,20,323,2000000,1700000,2600000,1400000,Rejected,3.8333333333333335,7700000,0
4054,1, Not Graduate, Yes,7000000,20300000,14,837,7700000,2200000,19700000,5500000,Approved,2.9,35100000,1
4055,5, Graduate, Yes,3800000,10100000,2,571,7400000,6600000,12600000,3300000,Approved,2.6578947368421053,29900000,1
4056,0, Graduate, No,4900000,16300000,14,479,1600000,6400000,18600000,2700000,Rejected,3.326530612244898,29300000,0
4057,2, Graduate, Yes,7800000,22100000,6,533,11900000,2500000,19300000,10800000,Rejected,2.8333333333333335,44500000,0
4058,1, Not Graduate, Yes,7400000,17200000,8,899,16500000,8700000,16700000,4900000,Approved,2.324324324324324,46800000,1
4059,1, Not Graduate, No,7000000,26600000,16,460,20500000,3300000,27700000,4600000,Rejected,3.8,56100000,0
4060,1, Not Graduate, No,4900000,12500000,2,636,14200000,6400000,13900000,5000000,Approved,2.5510204081632653,39500000,1
4061,3, Not Graduate, No,5800000,20600000,20,434,8400000,2700000,22600000,7000000,Rejected,3.5517241379310347,40700000,0
4062,5, Not Graduate, No,2000000,6900000,18,516,4600000,3400000,6500000,1600000,Rejected,3.45,16100000,0
